,Id,protoform,DoT,DoS,DoF,symptom
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralminpos_sma-related features at medium level.",0.0,0.3933333333333333,0.6461757583036266,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralminpos_sma-related features at high level.",0.30990218597469094,0.42333333333333334,0.6461757583036266,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralminpos_sma-related features at low level.",1.0,0.07666666666666666,0.034646366375679506,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralminpos_sma-related features at medium level.",0.0,0.08666666666666667,0.034646366375679506,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralminpos_sma-related features at high level.",0.0,0.01,0.034646366375679506,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralminpos_sma-related features at low level.",1.0,0.26,0.3125112086540271,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralminpos_sma-related features at medium level.",0.0,0.2,0.3125112086540271,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralminpos_sma-related features at high level.",0.0,0.06666666666666667,0.3125112086540271,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have f0final_sma-related features at low level.",0.0,0.07666666666666666,0.5544368341335822,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have f0final_sma-related features at medium level.",0.0,0.31333333333333335,0.5544368341335822,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have f0final_sma-related features at high level.",1.0,0.4766666666666667,0.5544368341335822,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have f0final_sma-related features at low level.",0.0,0.006666666666666667,0.008103079823778085,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have f0final_sma-related features at medium level.",1.0,0.016666666666666666,0.008103079823778085,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have f0final_sma-related features at high level.",0.0,0.01,0.008103079823778085,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have f0final_sma-related features at low level.",1.0,0.42,0.43412675270930623,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have f0final_sma-related features at medium level.",0.0,0.18666666666666668,0.43412675270930623,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have f0final_sma-related features at high level.",0.0,0.016666666666666666,0.43412675270930623,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have voicingfinalunclipped_sma-related features at low level.",0.0,0.7633333333333333,0.91,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have voicingfinalunclipped_sma-related features at medium level.",0.0,0.0,0.91,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have voicingfinalunclipped_sma-related features at high level.",0.8606555785747962,0.8233333333333334,0.91,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have voicingfinalunclipped_sma-related features at low level.",0.0,0.0,0.0,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have voicingfinalunclipped_sma-related features at medium level.",0.0,0.0,0.0,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have voicingfinalunclipped_sma-related features at high level.",0.0,0.0,0.0,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have voicingfinalunclipped_sma-related features at low level.",0.0,0.06,0.08666666666666667,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have voicingfinalunclipped_sma-related features at medium level.",0.0,0.0,0.08666666666666667,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have voicingfinalunclipped_sma-related features at high level.",0.10980460448277943,0.06,0.08666666666666667,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have jitterlocal_sma-related features at low level.",0.0,0.6766666666666666,0.854188079061758,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have jitterlocal_sma-related features at medium level.",0.0,0.0,0.854188079061758,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have jitterlocal_sma-related features at high level.",1.0,0.7966666666666666,0.854188079061758,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have jitterlocal_sma-related features at low level.",1.0,0.04666666666666667,0.027245955416861662,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have jitterlocal_sma-related features at medium level.",0.0,0.0,0.027245955416861662,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have jitterlocal_sma-related features at high level.",1.0,0.03666666666666667,0.027245955416861662,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have jitterlocal_sma-related features at low level.",1.0,0.12666666666666668,0.11523263218804701,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have jitterlocal_sma-related features at medium level.",0.0,0.0,0.11523263218804701,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have jitterlocal_sma-related features at high level.",0.0,0.08,0.11523263218804701,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have jitterddp_sma-related features at low level.",1.0,0.77,0.8763138100861867,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have jitterddp_sma-related features at medium level.",0.0,0.0,0.8763138100861867,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have jitterddp_sma-related features at high level.",0.0,0.8066666666666666,0.8763138100861867,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have jitterddp_sma-related features at low level.",1.0,0.023333333333333334,0.013334533396029953,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have jitterddp_sma-related features at medium level.",0.0,0.0,0.013334533396029953,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have jitterddp_sma-related features at high level.",0.0,0.02666666666666667,0.013334533396029953,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have jitterddp_sma-related features at low level.",1.0,0.08,0.10701832318444979,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have jitterddp_sma-related features at medium level.",0.0,0.0,0.10701832318444979,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have jitterddp_sma-related features at high level.",0.0,0.09666666666666666,0.10701832318444979,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have shimmerlocal_sma-related features at low level.",0.0,0.53,0.6654933716915473,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have shimmerlocal_sma-related features at medium level.",1.0,0.4633333333333333,0.6654933716915473,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have shimmerlocal_sma-related features at high level.",0.0,0.6066666666666667,0.6654933716915473,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have shimmerlocal_sma-related features at low level.",0.0,0.04,0.025358004129472908,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have shimmerlocal_sma-related features at medium level.",1.0,0.03666666666666667,0.025358004129472908,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have shimmerlocal_sma-related features at high level.",0.0,0.03666666666666667,0.025358004129472908,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have shimmerlocal_sma-related features at low level.",0.0,0.21666666666666667,0.3058152908456464,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have shimmerlocal_sma-related features at medium level.",0.16815630422985176,0.19,0.3058152908456464,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have shimmerlocal_sma-related features at high level.",0.0,0.29,0.3058152908456464,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have loghnr_sma-related features at low level.",1.0,0.5033333333333333,0.5466666666666666,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have loghnr_sma-related features at medium level.",0.0,0.2966666666666667,0.5466666666666666,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have loghnr_sma-related features at high level.",0.0,0.05,0.5466666666666666,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have loghnr_sma-related features at low level.",0.0,0.0,0.0,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have loghnr_sma-related features at medium level.",0.0,0.0,0.0,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have loghnr_sma-related features at high level.",0.0,0.0,0.0,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have loghnr_sma-related features at low level.",0.0,0.0,0.45,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have loghnr_sma-related features at medium level.",0.0,0.2,0.45,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have loghnr_sma-related features at high level.",1.0,0.44666666666666666,0.45,7
